Lake;Experiment;Sampling ;Exp_day;Sampling_day ;Sampling_month;Enclosure;Treatment;Replicate;TP ;Chla ;TOC ;TN;PP;PN;PC;DOC;DN;PO4;NO3;NH4;Temperature;DO_%;DO_conc;pH;EC;Chla_flu;PAR_I;PAR_II;PAR_III;Fish_W_I;Fish_L_I;Fish_W_II;Fish_L_II;;;;;
Skogaryd;2;0;1;28;8;8;F;2;28.69;22.5414;18.82;0.5796;NA;NA;NA;17.73;0.4317;3.66;4.66581929986737;<1.4;17.7;NA;9.86;7.12;140;NA;NA;NA;NA;6.2;5.9;2.37;4.5;;;;;
Skogaryd;2;0;1;28;8;9;FS;3;24.02;22.97088;19.02;0.5801;NA;NA;NA;18.58;0.4665;2.53;6.98425505405731;1.699;17.6;NA;9.77;7.04;140;NA;NA;NA;NA;5.73;5.7;3.41;5.1;;;;;
Skogaryd;2;0;1;28;8;10;C;3;29.88;23.3946;19.04;0.6291;NA;NA;NA;19.17;0.4716;<2.0;6.01745307664483;<1.4;17.8;NA;9.74;7.15;140;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;0;1;28;8;11;F;3;29.83;24.56064;19.1;0.6049;NA;NA;NA;18.81;0.471;<2.0;7.09196776656887;<1.4;17.8;NA;9.74;7.11;139;NA;NA;NA;NA;4.63;5.5;2.43;4.8;;;;;
Skogaryd;2;0;1;28;8;12;S;3;32.67;26.63532;18.8;0.6046;NA;NA;NA;18.54;0.476;<2.0;3.83928499658374;<1.4;17.8;NA;9.76;7.12;137;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;0;1;28;8;13;F;4;31.81;24.98436;19.01;0.5983;NA;NA;NA;18.96;0.4916;<2.0;5.54058317591737;<1.4;17.8;NA;9.77;7.13;141;NA;NA;NA;NA;5.57;5.6;4.46;5.6;;;;;
Skogaryd;2;0;1;28;8;14;S;4;29.7;27.4302;19.16;0.5991;NA;NA;NA;18.84;0.5056;<2.0;3.53724729713436;1.68;17.7;NA;9.86;7.12;139;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;0;1;28;8;15;FS;4;32.61;29.0754;19.54;0.6463;NA;NA;NA;18.96;0.4888;<2.0;6.35144286805193;1.804;17.8;NA;9.75;7.13;136;NA;NA;NA;NA;4.46;5.2;3.71;5,0;;;;;
Skogaryd;2;0;1;28;8;16;C;4;30.15;27.05904;19.23;0.5684;NA;NA;NA;19.3;0.4812;<2.0;3.78020376994494;1.965;17.8;NA;9.78;7;139;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;0;1;28;8;21;Lake;Lake;31.7;36.16416;19.61;0.6351;NA;NA;NA;19.51;0.5004;7.687;6.02468751255978;4.035;17.8;NA;9.08;6.99;140;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;1;C;1;30.64;29.502;19.58;0.65;NA;NA;NA;NA;NA;2.613;5.54018126281098;<1.4;16.5;NA;9.75;6.9;138;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;2;F;1;31.54;33.65424;19.2;0.643;NA;NA;NA;NA;NA;2.21;2.13778586069692;<1.4;16.4;NA;9.67;6.96;137;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;3;S;1;29.65;32.43564;19.25;0.6584;NA;NA;NA;NA;NA;5.197;4.31695872352397;2.342;16.7;NA;9.37;6.92;131;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;4;FS;1;28.63;37.6956;19.37;0.6461;NA;NA;NA;NA;NA;4.345;7.23926892005948;<1.4;16.7;NA;9.51;6.91;133;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;5;S;2;27.67;29.56896;18.67;0.5991;NA;NA;NA;NA;NA;2.294;5.23111008399984;1.886;16.5;NA;9.22;6.89;137;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;6;FS;2;27.54;40.19976;18.97;0.6195;NA;NA;NA;NA;NA;3.285;2.80656926972389;3.211;16.7;NA;9.24;6.88;136;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;7;C;2;28.39;27.06192;17.26;0.5717;NA;NA;NA;NA;NA;2.37;2.832693621639;1.777;16.6;NA;9.59;6.9;134;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;8;F;2;29.87;28.28628;17.45;0.5731;NA;NA;NA;NA;NA;<2.0;2.92473172300149;1.851;16.5;NA;9.64;6.92;134;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;9;FS;3;26.29;33.54912;18.72;0.6036;NA;NA;NA;NA;NA;4.133;17.8258610988304;4.923;16.6;NA;9.29;6.89;135;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;10;C;3;26.17;23.3946;17.81;0.5712;NA;NA;NA;NA;NA;<2.0;8.72895984888067;1.756;16.7;NA;9.43;6.91;135;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;11;F;3;29.86;31.58244;18.41;0.6054;NA;NA;NA;NA;NA;3.782;11.8035951127366;<1.4;16.5;NA;9.56;7;133;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;12;S;3;28.98;29.87892;18.59;0.589;NA;NA;NA;NA;NA;2.099;5.99072585507013;1.807;16.7;NA;9.36;6.89;133;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;13;F;4;33.66;36.90072;13.14;0.512;NA;NA;NA;NA;NA;<2.0;7.57928740806238;1.674;16.35;NA;9.56;6.99;135;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;14;S;4;31.13;33.1722;18.1;0.6044;NA;NA;NA;NA;NA;<2.0;10.2244785177445;2.754;16.7;NA;9.18;6.95;136;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;15;FS;4;32.34;36.4158;13.07;0.4535;NA;NA;NA;NA;NA;2.488;10.3368132309795;9.264;16.7;NA;8.89;6.87;135;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;16;C;4;27.66;29.87316;19.02;0.6258;NA;NA;NA;NA;NA;<2.0;7.09538402797315;2.315;16.6;NA;9.63;6.93;132;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;1;4;31;8;21;Lake;Lake;27.94;23.76864;18.86;0.5879;NA;NA;NA;NA;NA;<2.0;7.84635866725614;3.147;16.7;NA;9.15;6.95;135;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;1;C;1;29.81;21.31992;19.06;0.5987;NA;NA;NA;NA;NA;<2.0;10.4471383786825;<1.4;15.4;98.5;9.74;7.02;121;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;2;F;1;29.57;26.2116;18.9;0.6046;NA;NA;NA;NA;NA;<2.0;2.98361199308709;1.695;15.4;96;9.82;7;118;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;3;S;1;28.41;26.69652;18.09;0.5738;NA;NA;NA;NA;NA;<2.0;6.66151882962903;<1.4;15.5;94.4;9.42;6.98;117;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;4;FS;1;29.46;31.64364;17.74;0.5678;NA;NA;NA;NA;NA;1.99;3.19722880913147;<1.4;15.45;95.6;9.48;6.95;117;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;5;S;2;27.1;23.39748;19.02;0.6288;NA;NA;NA;NA;NA;<2.0;3.13252079900326;2.739;15.5;94;9.33;6.93;118;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;6;FS;2;28.84;30.36384;18.37;0.5903;NA;NA;NA;NA;NA;<2.0;3.44641493509103;<1.4;15.5;98.1;9.73;6.93;120;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;7;C;2;30.33;22.11768;17.94;0.5924;NA;NA;NA;NA;NA;<2.0;5.2942104417025;1.295;15.5;98.3;9.77;6.95;117;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;8;F;2;28.16;25.785;19.14;0.6369;NA;NA;NA;NA;NA;<2.0;3.81758168883887;1.529;15.4;98.7;9.82;6.98;117;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;9;FS;3;31.4;29.94012;19.33;0.6914;NA;NA;NA;NA;NA;<2.0;13.2506832522809;3.871;15.5;95.6;9.49;6.9;118;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;10;C;3;28.7;19.67184;19.28;0.6495;NA;NA;NA;NA;NA;<2.0;10.7686688637916;2.837;15.5;96.4;9.59;6.93;117;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;11;F;3;29.22;28.22796;16.48;0.5535;NA;NA;NA;NA;NA;<2.0;6.58776777460713;<1.4;15.4;98;9.76;6.95;117;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;12;S;3;28.99;24.99012;18.56;0.5778;NA;NA;NA;NA;NA;<2.0;7.26961335959166;3.368;15.5;94.5;9.38;6.93;119;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;13;F;4;31.27;29.08692;19.14;0.6307;NA;NA;NA;NA;NA;<2.0;6.12556770226277;1.459;15.5;98.2;9.77;6.98;120;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;14;S;4;30.5;24.19524;18.69;0.6237;NA;NA;NA;NA;NA;<2.0;7.5403018367429;3.743;15.5;94.9;9.41;6.95;120;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;15;FS;4;30.49;31.5882;19.05;0.632;NA;NA;NA;NA;NA;<2.0;16.1701800570717;2.042;15.4;95.8;9.51;6.98;120;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;16;C;4;29.87;17.96832;18.76;0.583;NA;NA;NA;NA;NA;<2.0;11.3691270447329;<1.4;15.5;97.4;9.69;6.96;116;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;2;7;4;9;21;Lake;Lake;35.25;33.2946;19.89;0.6719;NA;NA;NA;NA;NA;4.101;14.6338672079097;2.649;15.5;91;9.03;6.92;120;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;1;C;1;28.76;23.76576;17.17;0.6703;NA;NA;NA;NA;NA;3.576;48.8157730798601;4.341;14.7;99;9.89;7.01;124;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;2;F;1;30.38;27.00936;17.92;0.6878;NA;NA;NA;NA;NA;2.503;15.7423435553233;2.017;14.8;100.1;9.99;7.03;122;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;3;S;1;25.49;27.43308;16.15;0.627;NA;NA;NA;NA;NA;<2.0;35.2644688718299;14.906;14.8;97.3;9.69;7;122;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;4;FS;1;28.21;35.25264;17.44;0.6412;NA;NA;NA;NA;NA;3.264;48.2559081226639;8.372;14.9;96.7;9.63;7;121;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;5;S;2;27.14;23.02632;18.09;0.6808;NA;NA;NA;NA;NA;2.177;42.7302057795105;32.03;14.9;95.9;9.55;6.98;122;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;6;FS;2;23.77;35.67924;16.71;0.607;NA;NA;NA;NA;NA;<2.0;37.312618061975;13.509;14.9;98.9;9.85;6.96;122;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;7;C;2;24.17;24.99012;16.93;0.5825;NA;NA;NA;NA;NA;<2.0;27.0953840279732;5.825;14.8;99.5;9.93;6.97;119;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;8;F;2;23.83;29.14236;18.43;0.6401;NA;NA;NA;NA;NA;4.73;9.7327378320807;1.568;14.8;101;10.08;6.99;122;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;9;FS;3;23.87;34.45776;18;0.6331;NA;NA;NA;NA;NA;<2.0;32.0865419396327;11.335;14.8;98.6;9.82;6.97;123;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;10;C;3;24.67;26.68788;18.46;0.6468;NA;NA;NA;NA;NA;2.149;12.0083698404405;9.807;14.9;99;9.88;6.98;124;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;11;F;3;26.4;24.13692;18.77;0.6476;NA;NA;NA;NA;NA;4.148;3.02239660785338;1.799;14.8;101.4;10.12;7;120;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;12;S;3;22.41;23.02632;16.96;0.57;NA;NA;NA;NA;NA;2.448;47.4645412161891;21.414;14.9;95.6;9.52;6.98;125;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;13;F;4;27.66;29.87892;16.69;0.596;NA;NA;NA;NA;NA;<2.0;17.2995558860174;2.097;14.7;99.2;9.92;6.96;125;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;14;S;4;26.41;28.28052;16.19;0.5639;NA;NA;NA;NA;NA;<2.0;58.3274486556007;32.031;14.9;95.5;9.51;6.94;121;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;15;FS;4;27.45;31.9536;18.41;0.6661;NA;NA;NA;NA;NA;4.37;20.0848137132752;21.486;15;97.8;9.7;6.93;121;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;16;C;4;26.92;22.10904;18.42;0.6288;NA;NA;NA;NA;NA;<2.0;8.58728547887947;5.608;14.9;100;9.96;6.96;120;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;3;9;6;9;21;Lake;Lake;26.36;25.8462;19.65;0.6396;NA;NA;NA;NA;NA;2.722;3.87043326232868;11.469;14.9;97.7;9.73;6.9;126;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;1;C;1;28.18;26.74332;17.68;0.5921;NA;NA;NA;NA;NA;2.981;36.0952232627306;4.677;14.7;104.5;10.35;6.79;125;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;2;F;1;27.38;28.28052;18.63;0.6266;NA;NA;NA;NA;NA;2.554;29.9312829066356;1.767;14.7;107;10.54;7.37;110;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;3;S;1;24.65;25.04268;17.47;0.5576;NA;NA;NA;NA;NA;<2.0;11.6205236927776;19.72;14.7;99.5;9.79;7.25;115;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;4;FS;1;26.61;34.9398;17.86;0.5858;NA;NA;NA;NA;NA;2.571;57.9960712993851;1.978;14.7;102.8;10.12;7.26;112;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;5;S;2;27.18;23.50836;17.75;0.6573;NA;NA;NA;NA;NA;2.655;11.4663900164784;49.619;14.7;98.7;9.72;7.2;115;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;6;FS;2;26.58;33.23052;18.07;0.6069;NA;NA;NA;NA;NA;2.197;79.0316004179896;4.393;14.7;101.7;10.04;7.18;110;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;7;C;2;25.51;25.46352;17.98;0.5759;NA;NA;NA;NA;NA;<2.0;13.9976387605;3.451;14.7;103.7;10.24;7.2;117;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;8;F;2;25.36;22.1148;17.99;0.6085;NA;NA;NA;NA;NA;<2.0;9.57056589365379;<1.4;14.7;105.5;10.36;7.23;115;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;9;FS;3;24.39;28.71288;17.87;0.5919;NA;NA;NA;NA;NA;2.316;7.79250231100036;5.085;14.7;103.1;10.15;7.25;118;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;10;C;3;20.95;10.26252;17.44;0.5382;NA;NA;NA;NA;NA;<2.0;20.3637414091074;15.075;14.7;102.2;10.08;7.22;115;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;11;F;3;25.09;17.22312;17.95;0.571;NA;NA;NA;NA;NA;<2.0;38.5860797395603;2.589;14.7;105.8;10.43;7.23;113;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;12;S;3;24.34;21.79908;18.41;0.5926;NA;NA;NA;NA;NA;<2.0;5.62438205859893;1.631;14.7;100;9.8;7.23;112;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;13;F;4;26.81;25.2972;18.29;0.5976;NA;NA;NA;NA;NA;2.522;34.370011253567;36.59;14.7;105.3;10.37;7.21;117;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;14;S;4;26.76;20.94588;18;0.6359;NA;NA;NA;NA;NA;<2.0;26.3532514770307;49.027;14.7;99.1;9.73;7.24;113;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;15;FS;4;26.11;24.13692;17.84;0.5671;NA;NA;NA;NA;NA;<2.0;38.0473152204493;8.555;14.7;101.6;10.01;7.16;110;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;16;C;4;29.17;20.45808;18.31;0.5957;NA;NA;NA;NA;NA;<2.0;39.0352176359471;10.66;14.7;103.4;10.21;7.16;115;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;4;14;11;9;21;Lake;Lake;26.93;15.52248;22.92;0.686;NA;NA;NA;NA;NA;<2.0;33.9877918893935;10.537;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;6;28;25;9;1;C;1;28.09;25.0866;18;0.6361;NA;NA;NA;17.06;0.4517;1.968;39.3032936779068;5.564;13;99.2;10.57;6.74;119;NA;80;39;15;NA;NA;NA;NA;;;;;
Skogaryd;2;6;28;25;9;2;F;1;24.85;18.4446;17.25;0.5428;NA;NA;NA;16.88;0.4272;<2.0;41.1727924922632;2.71;13.1;97.8;10.39;6.81;119;NA;93;50;24;4.49;5.8;2.13;4.6;;;;;
Skogaryd;2;6;28;25;9;3;S;1;27.3;15.09012;17.61;0.6083;NA;NA;NA;16.77;0.4416;<2.0;3.4946445078574;20.605;13.1;96;10.2;6.84;115;NA;28;15;6;NA;NA;NA;NA;;;;;
Skogaryd;2;6;28;25;9;4;FS;1;24.96;29.0754;17.45;0.596;NA;NA;NA;16.89;0.4249;<2.0;50.597453880471;2.212;13.1;94.4;10.03;6.85;115;NA;34;14;5;4.81;5.3;3.22;5.2;;;;;
Skogaryd;2;6;28;25;9;5;S;2;25.29;14.409;16.77;0.5812;NA;NA;NA;16.71;0.5094;<2.0;4.23315984084241;40.27;13.1;93.3;9.88;6.83;115;NA;17;9;3;NA;NA;NA;NA;;;;;
Skogaryd;2;6;28;25;9;6;FS;2;21.96;20.46672;17.09;0.5653;NA;NA;NA;16.85;0.4495;<2.0;54.5408243237812;14.46;13.1;93;9.88;6.82;115;NA;26;12;4;4.71;6,0;4.25;5.4;;;;;
Skogaryd;2;6;28;25;9;7;C;2;24.22;17.64396;17.55;0.5554;NA;NA;NA;17.21;0.4682;<2.0;45.9147642779631;2.462;13.1;96.2;10.22;6.9;116;NA;85;48;21;NA;NA;NA;NA;;;;;
Skogaryd;2;6;28;25;9;8;F;2;24.08;17.22312;17.54;0.5498;NA;NA;NA;17.04;0.4425;<2.0;32.0776998512922;<1.4;13;97.8;10.39;6.97;114;NA;83;38;15;5.91;5.9;2.3;4.5;;;;;
Skogaryd;2;6;28;25;9;9;FS;3;21.87;16.74396;16.92;0.5194;NA;NA;NA;16.77;0.4319;<2.0;75.4115690687673;3.567;13.1;94.9;10.09;6.78;117;NA;33;14;4;5.66;5.9;3.43;5.2;;;;;
Skogaryd;2;6;28;25;9;10;C;3;20.01;6.90804;16.83;0.5468;NA;NA;NA;16.7;0.4402;<2.0;21.7045235320124;4.606;13.1;97.1;10.32;6.84;116;NA;69;35;14;NA;NA;NA;NA;;;;;
Skogaryd;2;6;28;25;9;11;F;3;21.15;10.9962;17.36;0.5812;NA;NA;NA;17.07;0.4528;<2.0;10.7809272135364;<1.4;13.1;97.2;10.33;6.86;117;NA;66;35;17;4.53;5.4;2.29;4.8;;;;;
Skogaryd;2;6;28;25;9;12;S;3;19.15;8.9244;16.68;0.5355;NA;NA;NA;16.97;0.4915;<2.0;59.4893794461637;30.199;13.1;93.6;9.95;6.86;117;NA;34;17;7;NA;NA;NA;NA;;;;;
Skogaryd;2;6;28;25;9;13;F;4;25.42;18.81288;17.7;0.5723;NA;NA;NA;17.09;0.455;<2.0;8.28424299666412;2.403;13.1;98.1;10.43;6.85;115;NA;80;42;19;5.45;5.7;3.98;5.7;;;;;
Skogaryd;2;6;28;25;9;14;S;4;30.09;21.99528;17.31;0.6174;NA;NA;NA;16.93;0.4753;<2.0;57.6421868092119;16.956;13.1;96.6;10.27;7.04;115;NA;33;16;5;NA;NA;NA;NA;;;;;
Skogaryd;2;6;28;25;9;15;FS;4;24.22;16.74396;17.46;0.5605;NA;NA;NA;16.93;0.4594;<2.0;32.6795647281058;16.159;13.1;96;10.21;6.82;113;NA;33;16;6;4.48;5.3;3.65;5.2;;;;;
Skogaryd;2;6;28;25;9;16;C;4;28.03;19.65744;18;0.5801;NA;NA;NA;17;0.4237;<2.0;7.4544933885294;2.453;13.1;99;10.54;6.75;115;NA;81;39;13;NA;NA;NA;NA;;;;;
Skogaryd;2;6;28;25;9;21;Lake;Lake;26.5;14.6664;25.73;0.7674;NA;NA;NA;24.89;0.6193;<2.0;126.977221574696;22.31;13.1;87.2;9.27;6.59;121;NA;78;31;11;NA;NA;NA;NA;;;;;
Asa;1;0;1;5;6;1;C;1;9.53;1.8621;6.946;0.2385;NA;NA;NA;6.477;0.2081;<2.0;4.97490735021618;2.589;17.8;107.3;9.9;7.31;78;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Asa;1;0;1;5;6;2;F;1;6.76;1.95417;6.937;0.2359;NA;NA;NA;6.549;0.1822;<2.0;15.7066476219889;2.03;17.5;107.1;9.92;7.31;79;NA;NA;NA;NA;5.5;5.2;6.1;5.7;;;;;
Asa;1;0;1;5;6;3;S;1;7.29;1.54287;6.863;0.2935;NA;NA;NA;6.657;0.1625;<2.0;6.14461087090797;<1.4;17.7;107.9;9.99;7.31;77;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Asa;1;0;1;5;6;4;FS;1;9.99;2.36691;6.903;0.26;NA;NA;NA;6.431;0.1516;<2.0;4.17194255713403;<1.4;17.7;102.7;9.59;7.32;78;NA;NA;NA;NA;5.7;5.2;5.9;5.6;;;;;
Asa;1;0;1;5;6;5;S;2;6.96;1.75545;6.926;0.2439;NA;NA;NA;6.665;0.1306;<2.0;4.34797714638666;1.506;17.7;106.7;9.88;7.3;80;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Asa;1;0;1;5;6;6;FS;2;8.16;1.75545;6.998;0.2593;NA;NA;NA;6.47;0.1335;<2.0;4.05748147004324;1.542;17.7;106.8;9.88;7.31;80;NA;NA;NA;NA;5.4;5.7;4.9;5.2;;;;;
Asa;1;0;1;5;6;7;C;2;7.78;1.84824;7.141;0.2788;NA;NA;NA;6.514;0.1397;<2.0;4.17020537368746;<1.4;17.7;107.1;9.89;7.31;80;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Asa;1;0;1;5;6;8;F;2;9.54;1.95489;6.746;0.2491;NA;NA;NA;6.502;0.1508;<2.0;5.02586473131563;<1.4;17.6;106.8;9.88;7.31;80;NA;NA;NA;NA;5.5;5.8;5.8;5.2;;;;;
Asa;1;0;1;5;6;9;FS;3;7.51;1.95417;6.755;0.2431;NA;NA;NA;7.332;0.08643;<2.0;4.30724984558369;1.989;17.7;107.9;9.98;7.3;81;NA;NA;NA;NA;5.7;5.6;3.9;4.7;;;;;
Asa;1;0;1;5;6;10;C;3;7.72;1.96875;6.761;0.2445;NA;NA;NA;6.55;0.1353;<2.0;23.7781809759111;2.171;17.7;107.8;9.98;7.29;79;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Asa;1;0;1;5;6;11;F;3;7.38;1.75617;6.708;0.2575;NA;NA;NA;6.6;0.1134;<2.0;33.3660824583076;6.086;17.7;107.3;9.92;7.3;80;NA;NA;NA;NA;4.1;5.2;6.5;5.7;;;;;
Asa;1;0;1;5;6;12;S;3;8.86;2.0754;6.914;0.249;NA;NA;NA;6.555;0.1049;<2.0;50.3968499073502;4.836;17.7;106.8;9.88;7.28;80;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Asa;1;0;1;5;6;13;F;4;7.41;2.56563;6.715;0.2203;NA;NA;NA;6.553;0.1079;<2.0;32.2614268066708;6.992;17.7;107.6;9.96;7.27;79;NA;NA;NA;NA;5.5;5.5;4.4;5.1;;;;;
Asa;1;0;1;5;6;14;S;4;7.66;2.16819;6.776;0.2782;NA;NA;NA;6.511;0.1016;<2.0;3.82083848054355;<1.4;17.7;107.6;9.85;7.27;81;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Asa;1;0;1;5;6;15;FS;4;7.18;1.8621;6.772;0.2576;NA;NA;NA;6.495;0.1195;<2.0;3.81775015441631;1.868;17.7;107.4;9.9;7.27;80;NA;NA;NA;NA;6.1;5.7;4.9;5.2;;;;;
Asa;1;0;1;5;6;16;C;4;11.16;2.16819;6.742;0.2522;NA;NA;NA;6.509;0.08141;<2.0;3.98413372452131;<1.4;17.7;106.8;9.88;7.28;80;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Asa;1;0;1;5;6;21;Lake;Lake;8.84;2.36691;7.03;0.2721;NA;NA;NA;6.297;0.1183;2.419;11.9993051266214;2.718;17.6;103.1;9.47;7.29;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Asa;1;1;4;8;6;1;C;1;8.85;0.93141;6.653;0.2515;NA;NA;NA;NA;NA;<2.0;22.3282118591723;8.604;16.5;96.6;9.15;7.02;76;NA;166;44;20;NA;NA;NA;NA;;;;;
Asa;1;1;4;8;6;2;F;1;9.82;1.54287;6.985;0.2345;NA;NA;NA;NA;NA;<2.0;41.6814005558987;17.036;16.4;95.6;9.08;7.02;76;NA;171;60;31;NA;NA;NA;NA;;;;;
