Lake;Experiment;Sampling ;Exp_day;Sampling_day ;Sampling_month;Enclosure;Treatment;Replicate;TP ;Chla ;TOC ;TN;PP;PN;PC;DOC;DN;PO4;NO3;NH4;Temperature;DO_%;DO_conc;pH;EC;Chla_flu;PAR_I;PAR_II;PAR_III;Fish_W_I;Fish_L_I;Fish_W_II;Fish_L_II;;;;;
Erken;2;6;28;11;9;13;F;4;14.69;1.74087;11.2;0.5432;4.62125;0.009;0.063;10.35;0.4453;<2.0;10.175;<1.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5.8;4.1;5.3;;;;;
Erken;2;6;28;11;9;14;S;4;14.94;2.56635;10.69;0.5194;3.4573333333;0.016;0.091;11.31;0.5192;<2.0;9.667;<1.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Erken;2;6;28;11;9;15;FS;4;14.74;1.0089;10.57;0.5241;3.7446666667;0.016;0.08;10.53;0.4345;<2.0;9.555;<1.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;4.3;5.3;3.6;4.8;;;;;
Erken;2;6;28;11;9;16;C;4;14.42;0.61146;10.73;0.5093;4.1506666667;0.017;0.085;11.87;0.5114;<2.0;17.101;<1.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Erken;2;6;28;11;9;21;Lake;Lake;35.62;0.93069;10.7;0.5673;5.178;0.019;0.078;11.69;0.5406;38.439;27.094;36.322;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;0;1;20;6;1;C;1;25.86;11.3013;21.08;0.5703;NA;NA;NA;19.45;0.7148;<2.0;8.25969517226348;<1.4;20.6;NA;8.9;6.89;147;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;0;1;20;6;2;F;1;21.13;10.6365;21.43;0.5875;NA;NA;NA;20.1;0.6937;<2.0;12.7947472482992;2.8;20.5;NA;9.01;6.89;138;NA;NA;NA;NA;4.89;5.6;4.45;5.1;;;;;
Skogaryd;1;0;1;20;6;3;S;1;21.68;9.6186;21.6;0.5559;NA;NA;NA;20.22;0.6391;<2.0;16.1201407376271;<1.4;20.7;NA;8.82;6.9;145;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;0;1;20;6;4;FS;1;21.03;11.0406;21.49;0.5502;NA;NA;NA;20.3;0.5694;<2.0;14.6847414880202;<1.4;20.6;NA;8.88;6.89;145;NA;NA;NA;NA;5.12;5.4;3.76;5,0;;;;;
Skogaryd;1;0;1;20;6;5;S;2;23.57;12.39552;21.9;0.5684;NA;NA;NA;20.64;0.6078;<2.0;6.8507620693413;1.375;20.7;NA;8.89;6.87;145;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;0;1;20;6;6;FS;2;23.98;12.76668;20.4;0.4852;NA;NA;NA;20.57;0.5726;<2.0;25.4299970420189;1.452;20.6;NA;8.9;6.89;147;NA;NA;NA;NA;6.31;5.8;4.76;5.1;;;;;
Skogaryd;1;0;1;20;6;7;C;2;23.3;11.48688;21.44;0.4949;NA;NA;NA;20.87;0.6155;2.231;3.90679245870503;<1.4;20.7;NA;8.87;6.89;145;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;0;1;20;6;8;F;2;22.77;10.74744;21.24;0.5379;NA;NA;NA;20.61;0.526;<2.0;3.43974281132751;1.179;20.7;NA;8.9;6.88;147;NA;NA;NA;NA;3.96;5.1;6.99;6.1;;;;;
Skogaryd;1;0;1;20;6;9;FS;3;22.25;10.692;21.32;0.5134;NA;NA;NA;20.55;0.5201;<2.0;9.93328974203291;1.989;20.7;NA;8.88;6.87;147;NA;NA;NA;NA;4.3;5.2;6.22;5.7;;;;;
Skogaryd;1;0;1;20;6;10;C;3;23.24;12.3372;21.41;0.5205;NA;NA;NA;21.14;0.5455;<2.0;9.36504600439027;3.623;20.75;NA;8.85;6.85;147;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;0;1;20;6;11;F;3;24.46;12.39552;21.79;0.5793;NA;NA;NA;20.46;0.5101;<2.0;6.8383074120779;1.748;20.75;NA;8.82;6.83;148;NA;NA;NA;NA;3.83;5.1;6.43;5.9;;;;;
Skogaryd;1;0;1;20;6;12;S;3;24.24;11.96892;21.74;0.5534;NA;NA;NA;19.8;0.4885;<2.0;NA;<1.4;20.78;NA;8.83;6.82;148;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;0;1;20;6;13;F;4;25.82;14.41188;21.58;0.5589;NA;NA;NA;20.39;0.4938;<2.0;4.613594258403;<1.4;20.7;NA;8.93;6.82;147;NA;NA;NA;NA;4.3;5.4;6.73;5.9;;;;;
Skogaryd;1;0;1;20;6;14;S;4;23.93;13.56156;21.98;0.545;NA;NA;NA;20.63;0.4958;<2.0;5.20519047841452;1.901;20.7;NA;8.89;6.84;145;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;0;1;20;6;15;FS;4;24.88;13.13496;21.57;0.5448;NA;NA;NA;20.73;0.4732;<2.0;3.70660939030824;2.323;20.7;NA;8.95;6.83;147;NA;NA;NA;NA;6.45;5.8;4.41;5.2;;;;;
Skogaryd;1;0;1;20;6;16;C;4;24.16;13.98528;20.51;0.5185;NA;NA;NA;20.99;0.5008;<2.0;4.81909610324911;1.705;20.7;NA;8.95;6.84;145;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;0;1;20;6;21;Lake;Lake;22.04;9.47052;21.81;0.618;NA;NA;NA;20.74;0.5445;<2.0;7.00021795650211;1.477;20.8;NA;8.68;6.8;146;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;1;C;1;22.84;9.8388;21.66;0.5295;NA;NA;NA;NA;NA;1.965;5.81546868432114;1.532;19.7;NA;8.86;6.85;152;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;2;F;1;24.21;13.13496;21.72;0.5326;NA;NA;NA;NA;NA;<2.0;6.39461024706926;<1.4;19.7;NA;8.89;6.85;146;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;3;S;1;22.61;9.46764;21.5;0.5406;NA;NA;NA;NA;NA;<2.0;12.4755966559245;4.464;19.8;NA;8.72;6.82;147;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;4;FS;1;25.39;12.76668;21.99;0.5928;NA;NA;NA;NA;NA;<2.0;7.82533900020239;3.631;19.9;NA;8.58;6.76;148;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;5;S;2;23.39;11.48688;21.47;0.5107;NA;NA;NA;NA;NA;<2.0;10.4018962215684;2.12;19.85;NA;8.99;6.79;149;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;6;FS;2;25.05;15.63624;21.65;0.5427;NA;NA;NA;NA;NA;<2.0;9.0132019366992;1.373;20;NA;8.77;6.77;149;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;7;C;2;25.15;9.46764;21.52;0.5448;NA;NA;NA;NA;NA;<2.0;10.5311132906761;<1.4;19.95;NA;9.06;6.78;148;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;8;F;2;26.38;13.92984;22.07;0.5634;NA;NA;NA;NA;NA;<2.0;12.4382326841343;3.024;19.8;NA;8.92;6.77;149;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;9;FS;3;25.64;12.34008;21.67;0.5571;NA;NA;NA;NA;NA;2.24;6.56119128796724;8.378;19.9;NA;8.79;6.77;149;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;10;C;3;21.42;8.67276;21.55;0.525;NA;NA;NA;NA;NA;<2.0;8.0931141313655;4.141;19.8;NA;8.91;6.75;149;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;11;F;3;28.09;11.11572;21.72;0.5512;NA;NA;NA;NA;NA;<2.0;10.7132626531534;4.033;19.85;NA;8.74;6.75;148;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;12;S;3;24.07;9.47052;22.2;0.5516;NA;NA;NA;NA;NA;<2.0;10.6494325346784;6.386;19.9;NA;8.74;6.74;149;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;13;F;4;30.57;15.5808;21.91;0.5898;NA;NA;NA;NA;NA;<2.0;11.4185076206934;1.765;19.9;NA;8.83;6.73;149;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;14;S;4;26.48;11.48688;21.7;0.5393;NA;NA;NA;NA;NA;<2.0;11.3935983061666;3.403;20;NA;8.83;6.74;149;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;15;FS;4;29.77;15.15132;21.74;0.5977;NA;NA;NA;NA;NA;<2.0;11.4558715924836;13.067;20;NA;8.89;6.72;150;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;16;C;4;25.3;10.68912;21.93;0.5458;NA;NA;NA;NA;NA;<2.0;9.14553267012283;2.762;19.9;NA;8.92;6.76;152;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;1;4;22;6;21;Lake;Lake;23.57;8.67276;22.02;0.5457;NA;NA;NA;NA;NA;<2.0;10.492192486728;6.618;20;NA;8.56;6.7;152;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;1;C;1;23.3;10.20708;22.31;0.5771;NA;NA;NA;NA;NA;<2.0;9.67329877165943;<1.4;18;NA;9.64;7.08;156;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;2;F;1;24.06;12.28176;21.94;0.5453;NA;NA;NA;NA;NA;<2.0;7.3909828281413;<1.4;18;NA;9.55;7.07;155;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;3;S;1;23.1;10.63368;21.63;0.547;NA;NA;NA;NA;NA;<2.0;14.2067940155372;13.084;18.18;NA;9.19;7;155;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;4;FS;1;27.94;17.65548;22.33;0.6152;NA;NA;NA;NA;NA;<2.0;7.82689583236031;<1.4;18.6;NA;9.29;6.9;153;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;5;S;2;21.7;11.85516;21.67;0.5561;NA;NA;NA;NA;NA;<2.0;12.5051764669251;3.638;18.7;NA;9.48;6.94;155;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;6;FS;2;25;17.65548;21.97;0.5793;NA;NA;NA;NA;NA;<2.0;21.8072486105273;<1.4;18.7;NA;9.3;6.93;159;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;7;C;2;21.75;8.24616;21.79;0.5211;NA;NA;NA;NA;NA;<2.0;6.16419908769636;<1.4;18.6;NA;9.37;6.94;156;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;8;F;2;28.55;15.5808;22.86;0.5777;NA;NA;NA;NA;NA;2.419;7.09518471813554;<1.4;18.6;NA;9.53;6.94;161;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;9;FS;3;24.9;15.5808;21.91;0.5441;NA;NA;NA;NA;NA;<2.0;6.21557454890788;<1.4;18.6;NA;9.36;6.95;153;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;10;C;3;22.32;10.6308;21.77;0.5156;NA;NA;NA;NA;NA;<2.0;4.54665047561222;<1.4;18.7;NA;9.5;6.93;155;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;11;F;3;27.59;14.35644;22.4;0.6116;NA;NA;NA;NA;NA;<2.0;4.90160820761914;<1.4;18.7;NA;9.56;6.97;152;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;12;S;3;25.21;9.8388;21.77;0.5639;NA;NA;NA;NA;NA;<2.0;9.52695654881447;4.86;18.7;NA;9.42;6.94;161;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;13;F;4;29.15;15.5808;23.32;0.6696;NA;NA;NA;NA;NA;<2.0;13.7241760465804;<1.4;18.7;NA;9.56;6.97;156;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;14;S;4;24.26;11.06028;21.73;0.5445;NA;NA;NA;NA;NA;<2.0;7.42367630345772;8.745;18.7;NA;9.49;6.95;156;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;15;FS;4;25.51;16.37568;21.78;0.5596;NA;NA;NA;NA;NA;<2.0;4.11852163218283;<1.4;18.9;NA;9.33;6.96;160;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;16;C;4;28.83;12.70836;22.36;0.575;NA;NA;NA;NA;NA;<2.0;9.44133078012859;<1.4;18.7;NA;9.68;7;155;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;2;7;27;6;21;Lake;Lake;27.17;9.47052;21.92;0.5653;NA;NA;NA;NA;NA;<2.0;24.7714570392166;25.507;18.8;NA;8.79;6.85;143;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;1;C;1;23.89;7.76124;21.42;0.7899;NA;NA;NA;NA;NA;<2.0;5.4215901483661;<1.4;18;NA;9.54;7.08;149;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;2;F;1;25.72;9.47052;22.2;0.7158;NA;NA;NA;NA;NA;<2.0;4.83310759267043;<1.4;18.1;NA;9.66;7.07;153;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;3;S;1;23.27;9.8388;21.49;0.7322;NA;NA;NA;NA;NA;<2.0;8.69560817648249;3.318;18.3;NA;9.4;7.02;152;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;4;FS;1;25.25;13.13496;21.86;0.6304;NA;NA;NA;NA;NA;<2.0;8.45508327681061;<1.4;18.48;NA;9.41;7.01;150;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;5;S;2;24.38;10.20708;21.28;0.6048;NA;NA;NA;NA;NA;2.069;7.59804150514533;1.525;18.4;NA;9.42;7;149;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;6;FS;2;20.08;13.56444;21.87;0.622;NA;NA;NA;NA;NA;<2.0;9.6841965967649;<1.4;18.4;NA;9.34;7;152;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;7;C;2;23.26;7.02468;22.17;0.5844;NA;NA;NA;NA;NA;<2.0;7.91096476888826;<1.4;18.3;NA;9.39;6.99;152;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;8;F;2;27.65;11.48688;22.6;0.618;NA;NA;NA;NA;NA;<2.0;6.98620646708078;1.79;18.2;NA;9.53;7.01;148;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;9;FS;3;23.8;12.70836;21.43;0.5412;NA;NA;NA;NA;NA;<2.0;4.11696480002491;<1.4;18.2;NA;9.47;6.99;147;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;10;C;3;23.73;7.81956;22.15;0.5604;NA;NA;NA;NA;NA;<2.0;4.31156881976554;<1.4;18.3;NA;9.56;7.01;143;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;11;F;3;27.15;11.06028;22.54;0.6114;NA;NA;NA;NA;NA;2.133;7.02979776750268;<1.4;18.3;NA;9.62;7.03;139;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;12;S;3;26.72;8.61732;21.38;0.5548;NA;NA;NA;NA;NA;<2.0;7.4470287858266;2.621;18.28;NA;9.43;7;149;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;13;F;4;28.57;12.70836;22.8;0.6269;NA;NA;NA;NA;NA;<2.0;16.8378403624305;1.613;18.2;NA;9.64;7.08;152;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;14;S;4;23.18;11.43144;21.65;0.5421;NA;NA;NA;NA;NA;<2.0;7.76773621035916;<1.4;18.3;NA;9.43;7.11;151;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;15;FS;4;24.05;13.50612;21.86;0.5763;NA;NA;NA;NA;NA;<2.0;7.23997010882257;<1.4;18.4;NA;9.58;7;144;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;16;C;4;25.33;10.63368;22.4;0.6176;NA;NA;NA;NA;NA;<2.0;6.6328055672318;<1.4;18.3;NA;9.63;7.03;154;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;3;9;29;6;21;Lake;Lake;28.59;8.9856;21.98;0.6217;NA;NA;NA;NA;NA;<2.0;24.8960036118506;32.927;18.25;NA;9.01;6.88;144;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;1;C;1;25.02;5.37372;17.6;0.4563;NA;NA;NA;NA;NA;<2.0;7.334936870456;<1.4;17.9;NA;9.61;7.1;149;NA;120;71;35;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;2;F;1;25;6.17148;20.59;0.5079;NA;NA;NA;NA;NA;<2.0;7.48283592545888;<1.4;18;NA;9.6;7.08;149;NA;110;69;32;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;3;S;1;20.75;4.94712;21.12;0.5579;NA;NA;NA;NA;NA;<2.0;6.21713138106581;<1.4;18.1;NA;9.48;7.06;143;NA;66;39;17;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;4;FS;1;22.07;9.78048;20.7;0.4912;NA;NA;NA;NA;NA;<2.0;6.54095246991422;<1.4;18.1;NA;9.57;7.06;143;NA;80;41;18;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;5;S;2;21.07;6.2298;15.18;0.4112;NA;NA;NA;NA;NA;<2.0;12.0521383089689;<1.4;18.2;NA;9.44;7.04;142;NA;95;58;22;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;6;FS;2;22.25;9.04392;16.43;0.4362;NA;NA;NA;NA;NA;<2.0;17.4169819251786;1.934;18.2;NA;9.48;7.05;143;NA;83;45;18;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;7;C;2;26.32;5.80032;20.54;0.5489;NA;NA;NA;NA;NA;<2.0;6.067675493905;<1.4;18.1;NA;9.53;7.04;152;NA;117;67;33;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;8;F;2;27.89;7.02468;23.19;0.5857;NA;NA;NA;NA;NA;<2.0;4.95454050098859;2.379;18;NA;9.62;7.06;150;NA;106;67;29;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;9;FS;3;22.18;6.96636;21.65;0.5642;NA;NA;NA;NA;NA;<2.0;6.48023601575514;1.493;18;NA;9.7;7.05;147;NA;88;56;20;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;10;C;3;24.36;5.3766;21.41;0.5364;NA;NA;NA;NA;NA;<2.0;5.37955568010213;2.411;18.1;NA;9.8;7;140;NA;108;67;33;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;11;F;3;26.09;6.59808;22.91;0.5817;NA;NA;NA;NA;NA;<2.0;4.7194588451419;2.844;18.05;NA;9.65;7.02;145;NA;110;62;27;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;12;S;3;22.06;7.02468;21.51;0.5202;NA;NA;NA;NA;NA;<2.0;4.82376659972288;1.838;18.1;NA;9.56;7.02;141;NA;85;47;20;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;13;F;4;29.83;7.02468;20.07;0.5329;NA;NA;NA;NA;NA;<2.0;5.82480967726869;<1.4;18.1;NA;9.68;7.01;140;NA;115;67;33;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;14;S;4;22.74;7.39584;20.98;0.5454;NA;NA;NA;NA;NA;<2.0;4.56221879719147;<1.4;18.2;NA;9.45;7.02;142;NA;79;42;20;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;15;FS;4;25.06;9.4122;22.12;0.5699;NA;NA;NA;NA;NA;<2.0;4.90005137546121;3.092;18.2;NA;9.55;7.03;144;NA;80;49;20;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;16;C;4;31.71;7.82244;22.94;0.6142;NA;NA;NA;NA;NA;<2.0;4.43300172808369;<1.4;18.2;NA;9.61;7.04;146;NA;120;73;40;NA;NA;NA;NA;;;;;
Skogaryd;1;4;14;4;7;21;Lake;Lake;26.37;7.39584;22.22;0.6183;NA;NA;NA;NA;NA;<2.0;13.3738888110473;31.745;18.4;NA;9.26;6.95;146;NA;900;400;120;NA;NA;NA;NA;;;;;
Skogaryd;1;6;28;18;7;1;C;1;18.38;2.01924;22.69;0.4974;NA;NA;NA;21.91;0.5124;<2.0;4.66185605529868;<1.4;18.1;NA;9.56;7.1;157;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;6;28;18;7;2;F;1;21.97;1.22436;23.24;0.5365;NA;NA;NA;22.26;0.5332;<2.0;4.5139570002958;<1.4;18.1;NA;9.33;7.05;158;NA;NA;NA;NA;4.52;5.5;4.24;5.3;;;;;
Skogaryd;1;6;28;18;7;3;S;1;17.73;2.07756;21.12;0.4695;NA;NA;NA;20.52;0.4461;<2.0;5.67379695794996;<1.4;18.3;NA;9.52;7.08;150;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;6;28;18;7;4;FS;1;15.48;0.85608;21.15;0.5245;NA;NA;NA;19.6;0.4553;<2.0;5.14914452072922;3.993;18.4;NA;9.07;7;148;NA;NA;NA;NA;4.72;5.5;3.64;5.2;;;;;
Skogaryd;1;6;28;18;7;5;S;2;19.32;1.65096;21.07;0.4667;NA;NA;NA;20.38;0.4636;<2.0;4.5637756293494;<1.4;18.3;NA;9.23;7;146;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;6;28;18;7;6;FS;2;18.5;1.2798;21.41;0.4854;NA;NA;NA;20.48;0.4856;<2.0;5.58038702847446;5.286;18.3;NA;8.71;6.92;150;NA;NA;NA;NA;5.91;6,0;4.55;5.4;;;;;
Skogaryd;1;6;28;18;7;7;C;2;22.71;1.2798;23.01;0.5645;NA;NA;NA;22.03;0.5198;<2.0;4.87825572525026;3.837;18.2;NA;9.03;6.89;158;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;6;28;18;7;8;F;2;23.05;2.07756;23.22;0.5409;NA;NA;NA;22.42;0.5035;<2.0;5.08375757009637;<1.4;18.13;NA;9.12;6.9;160;NA;NA;NA;NA;3.9;5.1;6.38;6,0;;;;;
Skogaryd;1;6;28;18;7;9;FS;3;18.58;1.65096;20.83;0.4866;NA;NA;NA;20.28;0.4663;<2.0;4.87981255740819;6.246;18.28;NA;8.9;6.9;149;NA;NA;NA;NA;4.06;5.2;5.79;5.8;;;;;
Skogaryd;1;6;28;18;7;10;C;3;20.46;1.28268;22.38;0.5239;NA;NA;NA;14;0.3588;<2.0;5.11800787757072;<1.4;18.2;NA;9.55;6.93;161;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;6;28;18;7;11;F;3;18.99;0.8532;22.72;0.5352;NA;NA;NA;17.27;0.4251;<2.0;4.4952750144007;<1.4;18.2;NA;9.18;6.94;156;NA;NA;NA;NA;3.58;5.2;6.1;6.1;;;;;
Skogaryd;1;6;28;18;7;12;S;3;20.45;2.87532;21.38;0.4991;NA;NA;NA;20.61;0.5026;<2.0;4.97010882256784;2.198;18.3;NA;9.45;7;149;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;6;28;18;7;13;F;4;19.95;0.85608;23.24;0.5634;NA;NA;NA;22.5;0.508;<2.0;4.64940139803528;5.906;18.2;NA;9.03;6.87;159;NA;NA;NA;NA;4.13;5.4;6.21;6.1;;;;;
Skogaryd;1;6;28;18;7;14;S;4;17.57;1.22436;20.9;0.4746;NA;NA;NA;18.73;0.4471;<2.0;4.21193156165834;2.542;18.3;NA;9.43;6.94;151;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;6;28;18;7;15;FS;4;19.01;3.2436;21.03;0.4874;NA;NA;NA;19.86;0.4796;<2.0;3.96906574502203;7.411;18.3;NA;9.49;6.99;150;NA;NA;NA;NA;6.15;5.9;4.37;5.2;;;;;
Skogaryd;1;6;28;18;7;16;C;4;22.52;2.44872;23.08;0.5269;NA;NA;NA;15.5;0.4276;<2.0;4.06403250665546;<1.4;18.2;NA;9.62;7;158;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;1;6;28;18;7;21;Lake;Lake;25.02;9.89712;21.85;0.6324;NA;NA;NA;20.44;0.556;2.065;8.44028770258278;34.03;18.3;NA;8.53;6.86;154;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;0;1;28;8;1;C;1;31.58;29.07828;18.57;0.5932;NA;NA;NA;18.94;0.4612;2.523;19.3601643824605;2.671;17.5;NA;9.83;7.05;141;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;0;1;28;8;2;F;1;30.09;29.9286;19.04;0.6398;NA;NA;NA;19.1;0.4951;<2.0;10.0880290181263;<1.4;17.6;NA;9.8;7.07;141;NA;NA;NA;NA;4.45;5.9;2.24;4.5;;;;;
Skogaryd;2;0;1;28;8;3;S;1;36.05;28.65168;18.6;0.5835;NA;NA;NA;19.17;0.5153;2.984;6.2606105060086;1.671;17.7;NA;9.86;7.05;140;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;0;1;28;8;4;FS;1;34.81;30.72636;18.55;0.5691;NA;NA;NA;19.03;0.5096;2.558;10.4366886379165;<1.4;17.7;NA;9.86;7.09;139;NA;NA;NA;NA;4.82;5.4;3.14;5.2;;;;;
Skogaryd;2;0;1;28;8;5;S;2;31.39;26.63532;18.39;0.5661;NA;NA;NA;18.79;0.4725;2.833;7.56803384108356;1.847;17.7;NA;9.77;7.1;140;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
Skogaryd;2;0;1;28;8;6;FS;2;29.57;25.83756;18.18;0.608;NA;NA;NA;19.31;0.4772;<2.0;6.85805433865198;<1.4;17.7;NA;9.8;7.12;139;NA;NA;NA;NA;5.03;6,0;4.59;5.5;;;;;
Skogaryd;2;0;1;28;8;7;C;2;29.43;25.04268;19.05;0.602;NA;NA;NA;18.86;0.5051;2.128;5.69773120051445;1.672;17.7;NA;9.81;7.11;140;NA;NA;NA;NA;NA;NA;NA;NA;;;;;
